id,Property location,Price,bedrooms,floors,waterfront,Condition,grade,yr_built,yr_renovated,zipcode
6071800100,Arizona,221900,6,1,0,1,8,2004,0,98006
4003000110,Arizona,221900,4,3,0,1,10,2017,0,98122
925059198,Arizona,221900,3,1,0,1,7,2006,0,98033
6072700110,Arizona,221900,4,1,0,1,8,2006,0,98006
1926069143,California,221900,4,1,0,1,8,2011,2019,98072
2871000300,Georgia,221900,4,2,0,1,9,2004,0,98052
6163900301,Arizona,221900,4,1,0,1,7,2001,2012,98155
4318200090,Arizona,221900,2,1,0,1,6,2007,0,98136
9526600090,Hawaii,221900,4,2,0,1,8,2009,2020,98052
629420100,California,221900,4,2,0,1,9,2005,0,98075
6905200215,California,221900,3,2,0,1,9,2009,2020,98119
7202430110,California,221900,3,2,0,1,9,2019,0,98052
87000245,California,221900,3,1,0,1,6,2007,0,98055
6667400090,Arizona,221900,4,1,0,1,11,2016,0,98005
6802200100,Arizona,221900,3,2,0,1,7,2018,0,98022
913000315,California,221900,6,3,0,1,9,2010,2020,98116
8732030490,California,221900,4,1,0,1,8,2010,2020,98023
3629920600,California,221900,3,2,0,1,9,2003,2020,98029
1524079156,Arizona,221900,5,1,0,1,7,2017,0,98024
6450301690,California,221900,3,1,0,1,7,2001,2012,98133
5309101050,California,221900,3,1,0,1,7,2007,0,98117
8857600820,Arizona,221900,4,1,0,1,7,2004,0,98032
3500100025,California,221900,4,1,0,1,7,2009,2020,98155
5152100110,Arizona,221900,4,1,0,1,8,2006,0,98003
3298600850,California,221900,3,1,0,1,8,2010,2020,98092
3856902250,Arizona,221900,3,2,0,1,8,2010,2020,98105
8887001140,Arizona,221900,3,2,0,1,8,2009,2020,98070
2621069066,California,221900,3,2,0,1,9,2018,0,98022
251620090,California,221900,4,1,0,1,10,2010,2020,98004
3546000090,Arizona,221900,3,1,0,1,7,2017,0,98030
3359500755,Arizona,221900,5,1.5,0,1,7,2009,2020,98115
3579800485,Arizona,221900,3,1,0,1,7,2004,0,98034
2919201335,Hawaii,221900,4,2,0,1,9,2009,2020,98103
1796370930,Arizona,221900,3,2,0,1,7,2017,0,98042
3864000090,Arizona,221900,5,1,0,1,8,2005,0,98006
8651100110,California,221900,4,1,0,1,9,2004,0,98040
8731730590,California,221900,4,1,0,1,7,2007,0,98031
1761100300,Arizona,221900,3,1,0,1,7,2017,0,98023
9542800820,California,221900,3,1,0,1,7,2010,2020,98023
2644900110,California,221900,3,1,0,1,7,2010,2020,98133
1626069198,Arizona,221900,3,1,0,1,8,2012,2019,98077
5101408593,Arizona,221900,5,1,0,1,8,2002,2010,98125
7853270100,California,221900,4,2,0,1,9,2005,0,98065
3308030100,California,221900,4,1,0,1,8,2016,0,98030
1330280100,California,221900,3,1,0,1,7,2001,2012,98030
2212200090,Arizona,221900,3,1,0,1,7,2010,2020,98031
9264921140,Arizona,221900,3,1,0,1,8,2016,0,98023
8902000068,California,221900,3,1,0,1,7,2008,2020,98125
7338000850,Arizona,221900,3,2,0,1,6,2016,0,98002
2770600853,Hawaii,221900,3,2.5,0,1,8,2007,0,98199
4239400740,Arizona,221900,3,2,0,1,6,2007,0,98092
6184700100,California,221900,2,1,0,1,7,2017,0,98117
3157600615,Arizona,221900,3,1,0,1,7,2007,0,98106
6145601810,California,221900,2,1,0,1,7,2004,0,98133
1235700042,California,221900,3,2,0,1,7,2020,0,98033
7781600025,Arizona,221900,3,1,1,1,9,2003,2020,98146
7116500705,Connecticut,221900,2,1,0,1,6,2000,2019,98002
2320069206,California,221900,3,1.5,0,1,6,2020,0,98022
1794501390,Arizona,221900,3,2,0,1,8,2016,0,98119
2122059160,California,221900,5,1,0,1,8,2010,2020,98030
2421069039,California,221900,3,1,0,1,7,2021,0,98010
5452800495,Arizona,221900,5,1,0,1,8,2009,2020,98040
4024100961,California,221900,3,1,0,1,7,2004,0,98155
7857001560,Arizona,221900,3,2,0,1,6,2017,0,98108
9540100025,California,221900,3,1,0,1,7,2001,2012,98177
2473410740,Arizona,221900,3,1,0,1,8,2009,2020,98058
2770604365,Georgia,221900,3,2,0,1,9,2014,0,98119
173000025,California,221900,3,1.5,0,0,6,2002,2010,98133
7853340490,Connecticut,221900,2,2,0,1,8,2008,2020,98065
239000115,Arizona,221900,2,1,0,1,7,2016,0,98188
9528101032,California,221900,3,3,0,1,7,2003,2020,98115
5416100110,California,221900,4,2,0,0,8,2001,2012,98022
4331000265,California,221900,3,1,0,1,7,2009,2020,98166
5249803885,Arizona,221900,3,1,0,1,8,2000,2019,98118
7853301390,Hawaii,221900,4,2,0,1,9,2007,0,98065
1376800025,California,221900,3,1,0,1,9,2008,2020,98199
7639900025,California,221900,4,1,0,1,9,2000,2019,98177
2822059262,Arizona,221900,3,1,0,0,7,2002,2010,98030
8113100850,California,221900,3,1.5,0,1,7,2017,0,98118
565300110,California,221900,3,1,0,1,8,2010,2020,98034
1887000100,California,221900,5,1,0,1,7,2008,2020,98028
8731990090,California,221900,4,1,0,1,9,2010,2020,98023
3432500705,Arizona,221900,4,2,0,1,7,2017,0,98155
1015500300,California,221900,3,1,0,1,8,2011,2019,98034
3972300100,Arizona,221900,4,1,0,1,7,2009,2020,98155
3876300600,Arizona,221900,4,1,0,1,7,2007,0,98034
2111010940,California,221900,3,2,0,0,7,2002,2010,98092
2771102158,Hawaii,221900,3,2,0,1,8,2007,0,98199
1498304065,Arizona,221900,2,1,0,1,7,2016,0,98144
6150200375,California,221900,2,1,0,1,6,2003,2020,98133
3343901340,Arizona,221900,3,1,0,1,7,2016,0,98056
4037800015,California,221900,5,1,0,0,7,2002,2010,98008
1626079066,Arizona,221900,2,1,0,1,6,2010,2020,98019
6200017,California,221900,3,1.5,0,1,5,2005,0,98032
5249805090,California,221900,4,1.5,0,1,8,2017,0,98118
4217401055,California,221900,4,1.5,0,1,8,2007,0,98105
7738500475,California,221900,4,1,0,0,7,2002,2010,98155
2767603250,California,221900,3,3,0,1,8,2003,2020,98107
2620069113,California,221900,3,1,0,0,8,2002,2010,98022
3760500336,Arizona,221900,4,2,0,1,10,2016,0,98034
5101404563,California,221900,3,1,0,1,7,2020,0,98115
9407000600,California,221900,3,1,0,1,7,2008,0,98045
9353300600,Arizona,221900,3,1,0,1,7,2006,0,98059
9353300600,Arizona,221900,3,1,0,1,7,2006,0,98059
993000090,California,221900,6,2,0,1,8,2010,2019,98103
1796361140,Arizona,221900,3,1,0,1,7,2016,0,98042
1112000031,Hawaii,221900,3,3,0,1,9,2012,2019,98118
2822049160,Arizona,221900,3,1,0,1,7,2007,0,98198
3856904560,Arizona,221900,4,1.5,0,1,7,2016,0,98105
2492200956,Arizona,221900,3,1,0,1,6,2010,2019,98126
2770604079,Georgia,221900,3,2,0,1,9,2014,0,98119
2719100042,Hawaii,221900,3,2,0,1,9,2012,2019,98136
7899800864,Connecticut,221900,2,2,0,1,9,2008,2019,98106
9485750110,Arizona,221900,3,1,0,1,8,2017,0,98055
2024059058,Florida,221900,4,2,0,1,9,2014,0,98006
7977201865,California,221900,2,1,0,1,7,2007,0,98115
4232900940,Arizona,221900,3,2,0,1,8,2006,0,98119
3364900375,California,221900,2,1,0,1,7,2000,2019,98115
4151800375,California,221900,2,1,0,0,6,2002,2010,98033
2610100015,California,221900,4,1.5,0,1,6,2007,0,98155
8682230590,California,221900,2,1,0,1,8,2003,2020,98053
3876100940,Arizona,221900,4,1,0,1,8,2006,0,98034
1221079058,California,221900,2,1.5,0,1,6,2008,2019,98010
2770605550,Hawaii,221900,4,2,0,1,9,2007,0,98119
4468400214,Connecticut,221900,3,3,0,1,8,2008,2019,98133
2767705010,Arizona,221900,4,1,0,1,7,2007,0,98107
5422560930,California,221900,3,2,0,1,8,2010,2019,98052
824059211,California,221900,4,1,0,0,7,2001,2012,98004
6825100015,California,221900,2,1,0,0,7,2002,2010,98117
4166600115,California,221900,3,2,1,1,7,2016,0,98023
3574801500,Arizona,221900,4,2,0,1,8,2016,0,98034
9477001140,Arizona,221900,4,1,0,1,7,2006,0,98034
3384300100,Arizona,221900,3,1,0,1,7,2007,0,98042
6123600100,Arizona,221900,3,1,0,0,7,2001,2012,98148
1311300100,Arizona,221900,3,1,0,1,7,2006,0,98001
3812400854,Arizona,221900,4,1,0,0,7,2002,2010,98118
1326069188,Arizona,221900,3,2,0,1,7,2017,0,98019
3131201865,Arizona,221900,4,1.5,0,1,7,2010,2019,98105
321059059,Arizona,221900,3,1,0,0,7,2002,2010,98092
223039330,Georgia,221900,3,2,0,1,10,2004,0,98146
7857000900,California,221900,3,1,0,0,6,2002,2010,98108
8109800110,Arizona,221900,3,3,0,1,10,2006,0,98052
5422560900,California,221900,3,2,0,1,8,2010,2019,98052
3332000195,Arizona,221900,3,1,0,1,5,2004,0,98118
2423029245,Arizona,221900,3,2,0,1,8,2010,2019,98070
8651600110,California,221900,4,2,0,1,9,2007,0,98040
7902200015,California,221900,3,1,0,1,8,2008,2019,98146
3523089019,California,221900,4,2,0,1,9,2005,0,98045
8827900015,Arizona,221900,3,1,0,1,8,2017,0,98105
9237800100,California,221900,3,1,0,1,8,2021,0,98052
2724089019,California,221900,1,1,0,1,5,2020,0,98065
5416501030,California,221900,4,2,0,1,9,2005,0,98038
7211402305,Arizona,221900,3,1.5,0,0,6,2002,2010,98146
1221059176,Arizona,221900,4,1,0,1,7,2017,0,98092
7549802600,California,221900,4,1,0,1,6,2007,0,98108
4112100165,California,221900,3,2,0,0,7,2001,2012,98118
7518506595,California,221900,3,1.5,0,1,7,2017,0,98117
2767602490,California,221900,3,1,0,0,6,2002,2010,98107
3821000100,Arizona,221900,4,1,0,1,7,2007,0,98030
524069019,Arizona,221900,4,2,0,1,11,2017,0,98075
1492800296,California,221900,3,1,0,0,7,2001,2012,98116
7855900110,California,221900,4,1,0,1,9,2009,2019,98006
7853290090,Arizona,221900,4,2,0,1,7,2006,0,98065
2123049175,Arizona,221900,3,1,0,1,7,2002,2010,98168
2025049064,Arizona,221900,3,1.5,0,1,8,2008,2019,98102
6046401105,Arizona,221900,2,1,0,1,7,2016,0,98103
3505100756,California,221900,4,1,0,1,11,2008,2019,98116
5468730110,California,221900,4,2,0,1,7,2018,0,98042
5154200015,Connecticut,221900,3,2,1,1,10,2000,2019,98116
9285800590,Arizona,221900,3,1.5,0,1,7,2017,0,98126
4083304190,California,221900,1,2,0,1,7,2007,0,98103
2470100110,California,221900,5,2,0,1,13,2001,2012,98039
7574910490,Arizona,221900,4,2,0,1,10,2018,0,98077
868001030,California,221900,4,1,0,1,9,2000,2019,98177
8108600464,Arizona,221900,3,2,0,1,7,2018,0,98188
3295610490,California,221900,4,2,0,1,10,2019,0,98075
5013500110,Connecticut,221900,2,1,0,1,7,2000,2019,98116
3223069019,California,221900,3,1,0,1,7,2009,2019,98058
2725069085,California,221900,4,2,0,1,10,2020,0,98074
6821600265,California,221900,2,1,0,1,7,2020,0,98199
1471701780,California,221900,4,1.5,0,1,7,2004,0,98059
9835800750,Arizona,221900,3,1,0,1,8,2007,0,98032
8835900015,Arizona,221900,3,1,0,1,8,2001,2012,98118
806800110,Florida,221900,3,2,0,1,7,2003,2020,98092
826069002,California,221900,2,1,0,1,6,2007,0,98077
2222059064,Arizona,221900,4,1,0,1,7,2002,2010,98042
7781600100,California,221900,3,1.5,1,1,9,2004,0,98146
4047200265,California,221900,2,1,0,1,7,2011,2019,98019
2125059013,California,221900,5,2,0,1,11,2019,0,98004
2011400583,Arizona,221900,3,1,0,1,7,2002,2010,98198
3526039160,Connecticut,221900,3,1,0,1,10,2000,2019,98117
8718500495,Arizona,221900,4,1,0,1,7,2002,2010,98028
3815500165,Arizona,221900,5,1,0,1,7,2002,2010,98028
5104450690,California,221900,4,1,0,1,8,2021,0,98058
7202260300,California,221900,3,2,0,1,8,2001,2012,98053
1423600300,Arizona,221900,3,1,0,1,7,2006,0,98058
1796100015,California,221900,4,2,0,1,9,2020,0,98092
3874900090,Arizona,221900,2,1,0,1,6,2011,2019,98126
4232902615,California,221900,3,2,0,1,7,2002,2010,98119
3585900495,California,221900,3,1,0,1,10,2016,0,98177
3790700110,California,221900,4,2,0,1,8,2018,0,98030
3626079040,Georgia,221900,2,1,0,1,8,2004,0,98014
2461900375,California,221900,4,2,0,1,8,2018,0,98136
8651611690,California,221900,3,2,0,1,9,2001,2012,98074
8682301050,Hawaii,221900,2,1,0,1,8,2007,0,98053
1858600042,California,221900,4,2,0,1,8,2005,0,98030
2767604252,Arizona,221900,1,3,0,1,8,2006,0,98107
1954700615,Arizona,221900,4,2,0,1,9,2004,0,98112
6844702690,California,221900,3,1,0,1,7,2005,0,98115
2695600195,California,221900,2,1,0,1,7,2009,2019,98126
426059055,California,221900,3,1,0,1,8,2011,2019,98072
1769600147,Connecticut,221900,3,2,0,1,8,2000,2019,98146
9268200300,California,221900,3,1,0,1,7,2006,0,98117
3052700855,Arizona,221900,3,1.5,0,1,7,2021,0,98117
9828702262,Arizona,221900,3,2,0,1,8,2006,0,98112
1568100386,Arizona,221900,3,1,0,1,7,2016,0,98155
4385700735,Arizona,221900,2,1,0,1,7,2016,0,98112
3425059206,Arizona,221900,4,2,0,1,8,2017,0,98005
6848200018,Arizona,221900,4,2,0,1,9,2006,0,98102
3023049256,Arizona,221900,3,1,0,1,7,2000,2019,98166
4019301500,California,221900,3,1,0,1,7,2002,2010,98155
402000115,California,221900,3,1,0,1,6,2000,2019,98118
9206950110,Georgia,221900,3,2,0,1,8,2004,0,98106
8106300820,Connecticut,221900,3,2,0,1,9,2008,2019,98055
8082400011,Arizona,221900,2,1,0,1,7,2016,0,98117
7137960110,California,221900,4,1,0,1,8,2018,0,98092
546000820,California,221900,2,1,0,1,7,2007,0,98117
3330500705,Arizona,221900,3,1.5,0,1,6,2004,0,98118
1454600266,Arizona,221900,4,2,0,1,9,2004,0,98125
3335000025,Arizona,221900,3,1,0,1,7,2001,2012,98118
1454100056,California,221900,3,1.5,0,1,6,2017,0,98125
5035300090,California,221900,4,1,0,1,7,2020,0,98199
7504050090,Arizona,221900,3,2,0,1,11,2018,0,98074
408100110,Connecticut,221900,3,1,0,1,6,2000,2019,98155
5701700011,California,221900,3,2,0,1,11,2016,0,98052
3629970930,California,221900,3,2,0,1,9,2005,0,98029
7017200110,California,221900,3,1,0,1,7,2002,2010,98133
4054500590,California,221900,4,2,0,1,11,2021,0,98077
2126059048,Arizona,221900,3,1,0,1,6,2018,0,98034
984200590,Arizona,221900,3,1,0,1,7,2007,0,98058
9353300090,Arizona,221900,3,1,0,1,7,2002,2010,98059
7600057,Arizona,221900,3,2,0,1,7,2004,0,98122
2919701944,California,221900,3,1,0,1,6,2004,0,98117
7202341110,Georgia,221900,4,2,0,1,7,2004,0,98053
1122069019,California,221900,4,2,0,1,9,2001,2012,98038
1565950090,California,221900,4,2,0,1,8,2018,0,98055
1724069059,Georgia,221900,5,3,1,1,10,2004,0,98075
4137000110,Arizona,221900,3,2,0,1,8,2017,0,98092
7849200945,California,221900,2,1,0,1,6,2007,0,98065
2397101270,Arizona,221900,3,1.5,0,1,7,2005,0,98119
2726059100,Arizona,221900,4,2,0,1,10,2012,2019,98034
7202331500,Florida,221900,5,2,0,1,7,2003,2020,98053
439000090,Arizona,221900,4,1,0,1,7,2003,2020,98115
7788000100,California,221900,4,1,0,1,8,2009,2019,98056
8658300315,Arizona,221900,5,1,0,1,5,2010,2019,98014
1723049567,Arizona,221900,3,1,0,1,7,2011,2019,98168
621069039,California,221900,4,1,0,1,8,2011,2019,98042
6806300750,Connecticut,221900,4,2,0,1,9,2019,0,98042
1898900100,Connecticut,221900,4,2,0,1,8,2019,0,98023
2767603931,Georgia,221900,3,3,0,1,8,2004,0,98107
6072400820,Arizona,221900,3,1,0,1,8,2007,0,98006
1922059396,California,221900,3,1,0,1,7,2010,2019,98030
8818900300,Arizona,221900,4,1,0,1,7,2008,2019,98105
9264910900,Arizona,221900,4,1,0,1,8,2016,0,98023
3223039013,Arizona,221900,3,2,0,1,7,2004,0,98070
5561300750,California,221900,4,1,0,1,8,2010,2019,98027
9407111220,California,221900,2,1,0,1,7,2010,2019,98045
1332200110,Connecticut,221900,4,2,0,1,7,2019,0,98031
2207200820,Arizona,221900,3,1,0,1,7,2002,2010,98007
3362400615,Arizona,221900,3,1.5,0,1,6,2009,2019,98103
3013300017,California,221900,3,1,0,1,7,2001,2012,98136
1982200015,Arizona,221900,4,1,0,1,7,2009,2019,98107
7140700300,Connecticut,221900,3,2,0,1,8,2008,2019,98042
9363600457,California,221900,3,1.5,0,0,8,2007,0,98122
1245001220,Arizona,221900,4,1,0,1,7,2002,2010,98033
723049333,Arizona,221900,3,1,0,1,7,2002,2010,98146
7853301220,Hawaii,221900,4,2,0,0,7,2007,0,98065
8665900336,California,221900,3,1,0,1,8,2002,2010,98155
1591000015,California,221900,3,1,0,1,7,2001,2012,98106
7972601270,Arizona,221900,3,1,0,1,7,2002,2010,98106
1221039156,California,221900,4,1,0,1,8,2010,2019,98023
993001332,California,221900,3,3,0,0,8,2005,0,98103
7748000025,California,221900,2,1,0,1,8,2009,2019,98117
7871500485,Arizona,221900,3,2,0,0,8,2017,0,98119
1370802540,California,221900,2,1,0,0,8,2019,0,98199
1839500115,Arizona,221900,4,1,0,1,7,2003,2020,98056
4389201064,California,221900,3,1,0,1,7,2001,2012,98004
1545805820,Arizona,221900,3,1,0,0,7,2016,0,98038
273800100,Arizona,221900,4,1,0,1,7,2002,2010,98030
7663700654,Arizona,221900,4,1,0,1,7,2001,2012,98125
3751606513,Arizona,221900,4,1,0,1,6,2002,2010,98001
399000025,California,221900,3,1,0,1,6,2001,2012,98178
7130300785,Arizona,221900,4,1,0,1,7,2002,2010,98118
3818700123,Florida,221900,3,2,0,1,8,2003,2020,98028
7891600245,California,221900,3,1,0,0,7,2007,0,98106
5556300076,California,221900,3,2.5,0,0,8,2021,0,98052
3421069118,California,221900,2,1,0,0,7,2019,0,98022
7280300042,Arizona,221900,4,2,0,0,8,2017,0,98177
9368700031,Connecticut,221900,2,1,0,1,6,2000,2019,98178
3223069118,California,221900,3,2,0,0,9,2020,0,98058
2522029039,Arizona,221900,3,2,0,0,7,2018,0,98070
7977200590,California,221900,3,1.5,0,0,7,2000,0,98115
3124089086,California,221900,4,1.5,0,1,5,2008,2019,98065
1568100215,Arizona,221900,2,1.5,0,0,6,2000,0,98155
5364200649,California,221900,3,1,0,1,7,2003,2020,98105
2771601730,Connecticut,221900,2,1,0,0,7,2016,0,98119
7201800300,Arizona,221900,3,1,0,0,7,2007,0,98052
7224500300,Arizona,221900,3,1.5,0,0,6,2005,0,98055
3876312350,Arizona,221900,4,1,0,1,7,2010,2019,98072
853000261,California,221900,3,2,0,0,7,2006,0,98022
7165700110,Arizona,221900,3,2,0,0,7,2006,0,98118
5708500208,Arizona,221900,2,1,0,0,6,2007,0,98116
5014000215,Connecticut,221900,2,1,0,0,7,2000,0,98116
2126079014,Arizona,221900,4,1,0,0,8,2017,0,98019
5595900090,Arizona,221900,5,1.5,0,0,7,2017,0,98022
1445500100,Arizona,221900,5,1,0,0,9,2006,0,98005
4270600025,Arizona,221900,5,1,0,0,7,2004,0,98168
3546000490,California,221900,3,1,0,0,7,2021,0,98030
423049067,Arizona,221900,2,1,0,0,6,2018,0,98168
9272201250,California,221900,2,1.5,0,0,8,2007,0,98116
3226049184,California,221900,2,1,0,0,7,2020,0,98125
5381000082,California,221900,2,1,0,0,5,2007,0,98188
475000750,Arizona,221900,3,1,0,1,7,2010,2019,98107
1900000195,California,221900,2,1,0,1,6,2002,2020,98166
5162100820,Arizona,221900,4,1,0,0,8,2016,0,98003
6113400047,Arizona,221900,4,1,0,0,7,2006,0,98166
7460000015,Arizona,221900,3,1,0,1,6,2001,2012,98168
7202340820,Georgia,221900,4,2,0,0,7,2004,0,98053
5393601690,California,221900,4,1.5,0,0,7,2000,0,98144
7686203275,California,221900,3,1,0,1,6,2001,2012,98198
2490200165,Arizona,221900,3,2,0,1,8,2008,2019,98136
597000195,California,221900,3,1,0,0,7,2017,0,98144
5119010090,Arizona,221900,5,1,0,1,8,2011,2019,98146
1873100490,Arizona,221900,4,2,0,0,9,2006,0,98052
3336001911,California,221900,2,1,0,1,7,2000,2017,98118
1922059445,California,221900,3,2,0,0,8,2019,0,98030
7203600750,California,221900,3,1,0,1,7,2008,2019,98198
6021503740,California,221900,3,1.5,0,0,7,2005,0,98117
3324069058,Arizona,221900,3,1,0,1,8,2001,2012,98027
7345310100,California,221900,4,1,0,1,7,2010,2019,98002
6398000011,Arizona,221900,3,2,0,0,10,2018,0,98070
5460600110,Arizona,221900,6,2,0,0,10,2006,0,98040
9478500590,Connecticut,221900,3,2,0,1,7,2008,2019,98042
8645501091,California,221900,4,1,0,0,7,2004,0,98058
8099800590,Arizona,221900,3,1,0,1,7,2009,2019,98075
339600090,California,221900,3,2,0,0,7,2021,0,98052
3522029031,Arizona,221900,3,2,0,0,7,2016,0,98070
725079058,Arizona,221900,3,1,0,0,8,2017,0,98014
104530110,Arizona,221900,3,2,0,0,7,2017,0,98023
6852700246,California,221900,5,2,0,0,8,2007,0,98102
2124700015,California,221900,3,1,0,0,6,2006,0,98118
8665900291,California,221900,4,2,0,0,9,2018,0,98155
8965500820,Arizona,221900,5,2,0,0,9,2016,0,98006
1024000100,California,221900,3,2,0,0,10,2019,0,98116
6132600165,California,221900,3,2,0,0,8,2005,0,98117
4040800090,Arizona,221900,3,1,0,0,7,2006,0,98008
3432500215,California,221900,3,1,0,1,7,2001,2012,98155
3630030110,Connecticut,221900,3,2,0,0,8,2005,0,98029
9297300740,California,221900,6,2,0,1,7,2008,2019,98126
3592500866,California,221900,3,1.5,0,0,8,2016,0,98112
5019500215,California,221900,2,1,0,0,7,2017,0,98116
3290800215,Connecticut,221900,2,1,0,1,7,2000,2017,98115
7853230590,Florida,221900,4,2,0,0,7,2004,0,98065
1221000490,Hawaii,221900,4,2,0,1,7,2009,2019,98166
5210200077,California,221900,4,2,0,1,9,2001,2012,98115
3275880100,California,221900,4,2,0,0,9,2020,0,98052
2767704345,Connecticut,221900,3,2,0,0,8,2005,0,98107
1432701380,Arizona,221900,3,1,0,1,6,2002,2020,98058
1564000740,Florida,221900,4,2,0,1,9,2003,2020,98059
8141300300,Connecticut,221900,4,2,0,1,8,2008,2019,98022
1388600110,Arizona,221900,3,1,0,0,7,2017,0,98002
3523029059,California,221900,2,1,0,1,7,2009,2019,98070
1061500110,Arizona,221900,3,1,0,0,7,2004,0,98056
7555210100,Arizona,221900,4,1,0,1,8,2009,2019,98033
9407150100,California,221900,3,1,0,0,7,2018,0,98038
6414100721,Connecticut,221900,2,1,0,1,7,2000,2017,98125
4307340490,Florida,221900,4,2,0,0,7,2004,0,98056
4022900569,California,221900,3,1,0,1,7,2010,2019,98155
2114700115,Arizona,221900,3,1.5,0,0,6,2021,0,98106
2320069364,California,221900,3,2,0,0,8,2018,0,98022
4331400090,Arizona,221900,3,1,0,1,6,2001,2012,98166
3886902870,Arizona,221900,4,1,0,1,8,2000,2017,98033
9136102680,Arizona,221900,3,1,0,0,7,2017,0,98103
2581900165,California,221900,4,2,0,0,11,2021,0,98040
3793501050,Florida,221900,4,2,0,1,7,2003,2020,98038
619000100,California,221900,3,1,0,1,7,2002,2020,98166
4178700100,Arizona,221900,4,2,0,0,10,2017,0,98075
3225059223,Connecticut,221900,4,2,0,1,10,2008,2019,98004
3885805325,Arizona,221900,4,2,0,0,7,2006,0,98033
4151800195,California,221900,3,1,0,1,6,2002,2020,98033
1137300690,Arizona,221900,4,2,0,0,9,2016,0,98072
203600590,California,221900,4,2,0,0,9,2019,0,98014
7745500015,California,221900,3,1,0,1,7,2000,2017,98155
1370802600,Connecticut,221900,3,2,0,0,10,2005,0,98199
5452800645,California,221900,4,1,0,1,8,2009,2019,98040
1324049015,Arizona,221900,4,1.5,1,0,10,2018,0,98040
7645900165,California,221900,4,2,0,0,8,2017,0,98126
6798100652,Connecticut,221900,3,3,0,0,7,2005,0,98125
1023079147,Arizona,221900,4,2,0,0,8,2017,0,98027
7972601250,Arizona,221900,6,1,0,0,7,2004,0,98106
421000215,Arizona,221900,2,1,0,1,5,2001,2012,98056
4054520100,Arizona,221900,4,2,0,0,10,2018,0,98077
3579700015,Arizona,221900,4,1,0,1,7,2003,2020,98028
9310300215,California,221900,4,2,0,1,7,2010,2019,98133
3905081800,Arizona,221900,4,2,0,0,8,2018,0,98029
7236100025,Arizona,221900,3,1,0,1,7,2002,2020,98056
2023049206,Arizona,221900,3,1.5,0,0,7,2019,0,98148
3223059015,California,221900,3,1,0,1,7,2010,2019,98055
1726069064,Arizona,221900,2,1,0,1,7,2002,2020,98077
1423089162,Arizona,221900,3,1,0,0,7,2017,0,98045
8024201503,Arizona,221900,2,1,0,0,7,2016,0,98115
859000110,Arizona,221900,1,1,0,0,5,2017,0,98106
2322059039,California,221900,3,1,0,1,7,2002,2020,98042
2023049245,Arizona,221900,4,1,0,1,7,2001,2012,98168
114100745,Connecticut,221900,6,1.5,0,0,7,2016,0,98028
2391601380,California,221900,3,1.5,0,0,7,2007,0,98116
2313900740,California,221900,3,1,0,1,6,2000,2017,98116
9521101015,Arizona,221900,6,1.5,0,1,7,2012,2019,98103
1036400110,California,221900,3,1,0,1,8,2008,2019,98052
2572400100,Arizona,221900,3,2,0,0,7,2006,0,98122
6821600300,Arizona,221900,3,2,0,0,9,2018,0,98199
9547205225,Arizona,221900,4,1,0,1,7,2010,2019,98115
3876312490,Arizona,221900,4,2,0,1,7,2009,2019,98072
1591600044,Arizona,221900,4,2,0,0,7,2018,0,98146
7201800090,Arizona,221900,3,1,0,1,7,2009,2019,98052
4221270100,Florida,221900,3,2,0,0,8,2004,0,98075
2473410690,Arizona,221900,4,1,0,1,8,2009,2019,98058
7300410110,California,221900,4,2,0,0,9,2020,0,98092
7224500090,Arizona,221900,2,1,0,0,6,2019,0,98055
7852000110,Connecticut,221900,3,2,0,0,7,2019,0,98065
4302200590,Arizona,221900,3,2,0,0,7,2018,0,98106
8635750090,California,221900,4,2,0,0,9,2020,0,98074
1133000100,California,221900,5,1.5,0,1,7,2000,2017,98125
7631800025,Arizona,221900,4,2,0,1,10,2002,2020,98166
2998800110,Florida,221900,4,2,0,0,10,2014,0,98116
2432000110,Arizona,221900,4,1,0,1,7,2002,2020,98033
824059140,California,221900,4,2,0,1,9,2010,2019,98004
4229400015,Arizona,221900,3,1.5,0,0,7,2021,0,98116
7805450110,Arizona,221900,4,2,0,0,9,2017,0,98006
9839301055,Arizona,221900,3,1.5,0,0,7,2006,0,98122
9471201110,California,221900,4,1,0,1,9,2009,2019,98105
1189000645,Arizona,221900,4,1.5,0,1,8,2009,2019,98122
6788201015,Arizona,221900,2,1,0,1,7,2010,2019,98112
425069147,Arizona,221900,4,2,0,0,7,2017,0,98053
9268200600,Connecticut,221900,2,1,0,0,5,2016,0,98117
9201000100,Arizona,221900,3,2,0,0,8,2007,0,98075
4140930110,California,221900,4,2,0,1,9,2001,2012,98006
7226000110,Arizona,221900,2,1,0,1,6,2010,2019,98055
4358700100,California,221900,3,1,0,0,8,2018,0,98133
2228900195,Connecticut,221900,4,2,0,0,8,2005,0,98133
3905100740,California,221900,4,2,0,0,8,2018,0,98029
3295900490,Florida,221900,4,2,0,0,8,2004,0,98059
7379700051,California,221900,3,1,0,0,8,2004,0,98007
7348200195,California,221900,3,1.5,0,0,7,2019,0,98168
4047200300,Florida,221900,3,1,0,1,8,2003,2020,98019
4242900215,Arizona,221900,5,1,0,1,7,2010,2019,98107
7851980100,California,221900,5,2,0,1,11,2001,2012,98065
9126101645,California,221900,4,1,0,1,7,2002,2020,98122
2695600375,California,221900,2,1,0,1,7,2009,2019,98126
6648150090,Arizona,221900,4,2,0,0,11,2017,0,98040
